!sil 1.0	sil
--can-sego/canseco- 1.0	s eh g ow
trolley 1.0	t r aa l iy
trolleys 1.0	t r ao l iy z
trolling 1.0	t r ow l ih ng
trombone 1.0	t r aa m b ow n
tromped 1.0	t r aa m p t
tromping 1.0	t r aa m p ih ng
troo-p- 1.0	t r uw
troop 1.0	t r uw p
trooper 1.0	t r uw p er
troopers 1.0	t r uw p er z
troops 1.0	t r uw p s
trophies 1.0	t r ow f iy z
tropic 1.0	t r aa p ih k
tropical 1.0	t r aa p ih k ax l
tropicals 1.0	t r aa p ih k ax l z
tropics 1.0	t r aa p ih k s
trot 1.0	t r aa t
trots 1.0	t r aa t s
trotted 1.0	t r aa t ih d
troubadour 1.0	t r uw b ax d ow r
trouble 1.0	t r ah b ax l
troubled 1.0	t r ah b ax l d
troublemakers 1.0	t r ah b ax l m ey k er z
troubles 1.0	t r ah b ax l z
troubleshoot 1.0	t r ah b ax l sh uw t
troubleshooting 1.0	t r ah b ax l sh uw t ih ng
troublesome 1.0	t r ah b ax l s ax m
trough 1.0	t r ao f
trousers 1.0	t r aw z er z
trout 1.0	t r aw t
troy 1.0	t r oy
tru-ck- 1.0	t r ah
tru-st- 1.0	t r ah
tru-th- 1.0	t r uw
truant 1.0	t r uw ae n t
truck 1.0	t r ah k
truck's 1.0	t r ah k s
trucked 1.0	t r ah k t
trucker 1.0	t r ah k er
truckers 1.0	t r ah k er z
trucking 1.0	t r ah k ih ng
trucks 1.0	t r ah k s
true 1.0	t r uw
truer 1.0	t r uw er
truest 1.0	t r uw ih s t
truffle 1.0	t r ah f ax l
truly 1.0	t r uw l iy
truman 1.0	t r uw m ax n
trump 1.0	t r ah m p
trumpet 1.0	t r ah m p ih t
trumpets 1.0	t r ah m p ih t s
trunk 1.0	t r ah ng k
trunks 1.0	t r ah ng k s
truss 1.0	t r ah s
trusses 1.0	t r ah s ih z
trust 1.0	t r ah s t
trusted 1.0	t r ah s t ih d
trustee 1.0	t r ah s t iy
trusting 1.0	t r ah s t ih ng
trustworthy 1.0	t r ah s t w er dh iy
truth 1.0	t r uw th
truthful 1.0	t r uw th f ax l
truthfully 1.0	t r uw th f ax l iy
try 1.0	t r ay
try-ing- 1.0	t r ay
trying 1.0	t r ay ih ng
tse 1.0	t s iy
tsetse 1.0	t s iy t s iy
tsongas 1.0	t s ao ng g ax s
tu 1.0	t uw
tu-ba- 1.0	t uw
tu-bes- 1.0	t uw
tu-rn- 1.0	t er
tub 1.0	t ah b
tuba 1.0	t uw b ax
tubbs 1.0	t ah b z
tubby 1.0	t ah b iy
tube 1.0	t uw b
tuberculosis 1.0	t uw b er k y ax l ow s ih s
tubes 1.0	t uw b z
tubs 1.0	t ah b z
tuck 1.0	t ah k
tuckaho 1.0	t uw k ax hh ow
tucked 1.0	t ah k t
tucson 1.0	t uw s aa n
tudor 1.0	t uw d er
tue-sday- 1.0	t uw
tues-day- 1.0	t uw z
tuesday 1.0	t uw z d ey
tuesdays 1.0	t uw z d ey z
tug 1.0	t ah g
tugged 1.0	t ah g d
tugging 1.0	t ah g ih ng
tui-tion- 1.0	t uw ih
tuition 1.0	t uw ih sh ih n
tuition's 1.0	t uw ih sh ih n z
tuitions 1.0	t uw ih sh ih n z
tulip 1.0	t uw l ih p
tulips 1.0	t uw l ih p s
tulley 1.0	t ah l iy
tulsa 1.0	t ah l s ax
tumble 1.0	t ah m b ax l
tumbled 1.0	t ah m b ax l d
tumbling 1.0	t ah m b ax l ih ng
tummy 1.0	t ah m iy
tumor 1.0	t uw m er
tumors 1.0	t uw m er z
tumultuous 1.0	t ax m ah l ch uw ax s
tuna 1.0	t uw n ax
tune 1.0	t uw n
tune-up 1.0	t uw n ah p
tune-ups 1.0	t uw n ah p s
tuned 1.0	t uw n d
tunes 1.0	t uw n z
tung 1.0	t ah n g
tuning 1.0	t uw n ih ng
tunisia 1.0	t uw n iy zh ax
tunnel 1.0	t ah n ax l
tunnels 1.0	t ah n ax l z
tupperware 1.0	t ah p er w ey r
tur-n- 1.0	t er
turbine 1.0	t er b ay n
turbo 1.0	t er b ow
turbocraft 1.0	t er b ow k r ae f t
turbulence 1.0	t er b y ax l ih n s
turbulent 1.0	t er b y ax l ih n t
tureen 1.0	t uh r iy n
turf 1.0	t er f
turgeon 1.0	t er jh iy ih n
turin 1.0	t uh r ih n
turkey 1.0	t er k iy
turkey's 1.0	t er k iy z
turkeys 1.0	t er k iy z
turkish 1.0	t er k ih sh
turks 1.0	t er k s
turmoil 1.0	t er m oy l
turn 1.0	t er n
turn-over- 1.0	t er n
turnabout 1.0	t er n ax b aw t
turnaround 1.0	t er n ax r aw n d
turnarounds 1.0	t er n ax r aw n d z
turned 1.0	t er n d
turner 1.0	t er n er
turner's 1.0	t er n er z
turning 1.0	t er n ih ng
turnip 1.0	t er n ih p
turnips 1.0	t er n ih p s
turnout 1.0	t er n aw t
turnout's 1.0	t er n aw t s
turnouts 1.0	t er n aw t s
turnover 1.0	t er n ow v er
turnovers 1.0	t er n ow v er z
turns 1.0	t er n z
turnstile 1.0	t er n s t ay l
turntable 1.0	t er n t ey b ax l
turntables 1.0	t er n t ey b ax l z
turpentine 1.0	t er p ax n t ay n
turquoise 1.0	t er k oy z
turret 1.0	t er r ih t
turrets 1.0	t er r ih t s
turtle 1.0	t er t ax l
turtleneck 1.0	t er t ax l n eh k
turtleneck's 1.0	t er t ax l n eh k s
turtlenecks 1.0	t er t ax l n eh k s
turtles 1.0	t er t ax l z
turvy 1.0	t er v iy
tushes 1.0	t ah sh ih z
tussle 1.0	t ah s ax l
tutor 1.0	t uw t er
tutored 1.0	t uw t er d
tutoring 1.0	t uw t ax r ih ng
tw-elve- 1.0	t w
tw-enty- 1.0	t w
tw-in- 1.0	t w
twain 1.0	t w ey n
twang 1.0	t w ae ng
twangy 1.0	t w ae ng iy
twe-nty- 1.0	t w eh
tweak 1.0	t w iy k
tweaked 1.0	t w iy k t
twelfth 1.0	t w eh l f th
twelve 1.0	t w eh l v
twelve's 1.0	t w eh l v z
twen-ties- 1.0	t w eh n t iy z
twen-ty- 1.0	t w eh n
twenties 1.0	t w eh n iy z
twenties 1.0	t w eh n t iy z
twentieth 1.0	t w eh n iy ih th
twentieth 1.0	t w eh n t iy ih th
twenty 1.0	t w eh n t iy
twenty's 1.0	t w eh n t iy z
twi-ce- 1.0	t w ay
twice 1.0	t w ay s
twiddle 1.0	t w ih d el
twigs 1.0	t w ih g z
twilight 1.0	t w ay l ay t
twin 1.0	t w ih n
twine 1.0	t w ay n
twinkies 1.0	t w ih ng k iy z
twins 1.0	t w ih n z
twirl 1.0	t w er l
twirled 1.0	t w er l d
twirler 1.0	t w er l er
twirling 1.0	t w er l ih ng
twirls 1.0	t w er l z
twist 1.0	t w ih s t
twisted 1.0	t w ih s t ih d
twisters 1.0	t w ih s t er z
twists 1.0	t w ih s t s
twisty 1.0	t w ih s t iy
twitty 1.0	t w ih t iy
twix 1.0	t w ih k s
two 1.0	t uw
two's 1.0	t uw z
two-doms 1.0	t uw d ax m z
two-parter 1.0	t uw p aa r t er
two-way 1.0	t uw w ey
twos 1.0	t uw z
twosome 1.0	t uw s ax m
ty 1.0	t ay
ty-pe- 1.0	t ay
ty-pes- 1.0	t ay
tycoon 1.0	t ay k uw n
tying 1.0	t ay ih ng
tyke 1.0	t ay k
tyler 1.0	t ay l er
tyme 1.0	t ay m
typ-ically- 1.0	t ih p
type 1.0	t ay p
typecast 1.0	t ay p k ae s t
typecasting 1.0	t ay p k ae s t ih ng
typed 1.0	t ay p t
typeface 1.0	t ay p f ey s
typer 1.0	t ay p er
types 1.0	t ay p s
typeset 1.0	t ay p s eh t
typesetting 1.0	t ay p s eh t ih ng
typewriter 1.0	t ay p r ay t er
typewriters 1.0	t ay p r ay t er z
typewriting 1.0	t ay p r ay t ih ng
typical 1.0	t ih p ih k ax l
typically 1.0	t ih p ih k ax l iy
typing 1.0	t ay p ih ng
typist 1.0	t ay p ih s t
typographical 1.0	t ay p ax g r ae f ih k ax l
typos 1.0	t ay p ow z
tyranny 1.0	t ih r ih n iy
tyrant 1.0	t ay r ih n t
u-gly- 1.0	ah
u-haul 1.0	y uw hh ao l
u-kraine- 1.0	y uw
u-ltimately- 1.0	ah
u-m- 1.0	ah
u-n- 1.0	y uw
u-nder- 1.0	ah
u-nderestimated- 1.0	ah
u-nderneath- 1.0	ah
u-nderstand- 1.0	ah
u-nderstates- 1.0	ah
u-nfortunately- 1.0	ax
u-nited- 1.0	y uw
u-nites- 1.0	y uw
u-niversity- 1.0	y uw
u-nless- 1.0	ax n
u-nlv- 1.0	y uw
u-nnecessary- 1.0	ax
u-nproductive- 1.0	ah
u-nusual- 1.0	ax
u-p- 1.0	ah
u-pper- 1.0	ah
u-prise- 1.0	ah
u-pstate- 1.0	ah
u-s- 1.0	ah
u-s- 1.0	y uw
u-se- 1.0	y uw
u-sed- 1.0	y uw
u-ses- 1.0	y uw
u-sing- 1.0	y uw
u-sually- 1.0	y uw
u-t- 1.0	y uw
u-tah- 1.0	y uw
u-tilize- 1.0	y uw
u-tilizing- 1.0	y uw
u. 1.0	y uw
u._a._b. 1.0	y uw ey b iy
u._b. 1.0	y uw b iy
u._c._f. 1.0	y uw s iy eh f
u._c._l._a. 1.0	y uw s iy eh l ey
u._n. 1.0	y uw eh n
u._n._c. 1.0	y uw eh n s iy
u._n._l._v. 1.0	y uw eh n eh l v iy
u._n._l._v.'s 1.0	y uw eh n eh l v iy z
u._p._i. 1.0	y uw p iy ay
u._p._s. 1.0	y uw p iy eh s
u._s. 1.0	y uw eh s
u._s._a. 1.0	y uw eh s ey
u._s._a._a. 1.0	y uw eh s ey ey
u._s._c. 1.0	y uw eh s s iy
u._s._f._l. 1.0	y uw eh s eh f eh l
u._s._o. 1.0	y uw eh s ow
u._s._s._r. 1.0	y uw eh s eh s aa r
u._s._s._r.'s 1.0	y uw eh s eh s aa r s
u._t. 1.0	y uw t iy
u._t._a. 1.0	y uw t iy ey
u._t._d. 1.0	y uw t iy d iy
u._u._c._p. 1.0	y uw y uw s iy p iy
u._v._a. 1.0	y uw v iy ey
u2 1.0	y uw t uh
uba 1.0	uw b ax
udalls 1.0	y uw d ao l z
uganda 1.0	y uw g aa n d ax
ugh 1.0	ah g
uglier 1.0	ah g l iy er
ugliest 1.0	ah g l iy ih s t
ugly 1.0	ah g l iy
uh 1.0	ah
uh-huh 1.0	ah hh ah
uh-hum 1.0	ah hh ah m
uh-hum 1.0	ah m hh ah m
uh-hums 1.0	ah hh ah m z
uh-oh 1.0	ah ow
ukraine 1.0	y uw k r ey n
ukraine's 1.0	y uw k r ey n z
ukrainian 1.0	y uw k r ey n iy ih n
ul-timate- 1.0	ah l
ult-imately- 1.0	ah l t
ulterior 1.0	ax l t ih r iy er
ultimate 1.0	ah l t ax m ih t
ultimately 1.0	ah l t ih m ih t l iy
ultimatum 1.0	ah l t ax m ey t ax m
ultra 1.0	ah l t r ax
ultraconservative 1.0	ah l t r ax k ax n s er v ax t ih v
ultrawise 1.0	ah l t r ax w ay z
um 1.0	ah m
um-hum 1.0	ah m hh ah m
umbrella 1.0	ax m b r eh l ax
umpteen 1.0	ah m p t iy n
un-american 1.0	ah n ax m eh r ih k ax n
un-cle- 1.0	ah ng
un-conditional- 1.0	ah n
un-consciously- 1.0	ax n
un-constitutional- 1.0	ah n
un-defeated- 1.0	ah n
un-der- 1.0	ax n
un-derlying- 1.0	ah n
un-derstand- 1.0	ah n
un-easy- 1.0	ah n
un-employed- 1.0	ah n
un-employment- 1.0	ah n
un-even- 1.0	ax n
un-expected- 1.0	ah n
un-fair- 1.0	ax n
un-forseen- 1.0	ah n
un-fortunate- 1.0	ax n
un-fortunately- 1.0	ax n
un-iversity- 1.0	y uw n
un-less- 1.0	ax n
un-like- 1.0	ax n
un-limited- 1.0	ax n
un-load- 1.0	ax n
un-questionably- 1.0	ax n
un-realistic- 1.0	ah n
un-til- 1.0	ah n
un-touched- 1.0	ax n
un-willing- 1.0	ah n
una-ble- 1.0	ah n ey
unable 1.0	ah n ey b ax l
unacademically 1.0	ax n ae k ax d eh m ih k l iy
unacceptable 1.0	ah n ae k s eh p ax b ax l
unacceptable 1.0	ah n ae k s eh p t ax b ax l
unaccepted 1.0	ah n eh k s eh p t ih d
unaccustomed 1.0	ah n ax k ah s t ax m d
unaffordable 1.0	ah n ax f ow r d ax b ax l
unair-conditioned 1.0	ax n ey r k ax n d ih sh ih n d
unan-imous- 1.0	y uw n ae n
unani-mity- 1.0	y uw n ae n ih
unanimity 1.0	y uw n ae n ih m ih t iy
unanimous 1.0	y uw n ae n ih m ax s
unannounced 1.0	ah n ax n aw n s t
unanswered 1.0	ax n ae n s er d
unarmed 1.0	ah n aa r m d
unattended 1.0	ah n ax t eh n d ih d
unauthorized 1.0	ax n ao th ax r ay z d
unavailable 1.0	ah n ax v ey l ax b ax l
unbalanced 1.0	ax n b ae l ax n s t
unbearable 1.0	ax n b ey r ax b ax l
unbeliev-able- 1.0	ah n b ax l iy v
unbelievable 1.0	ah n b ax l iy v ax b ax l
unbelievably 1.0	ah n b ax l iy v ax b l iy
unbelieving 1.0	ah n b ax l iy v ih ng
unbiased 1.0	ax n b ay ih s t
unbigoted 1.0	ax n b ih g ax t ih d
unbolted 1.0	ah n b ow l t ih d
unborn 1.0	ah n b ow r n
unburned 1.0	ax n b er n d
unc-oncealed- 1.0	ah n k
uncalled 1.0	ax n k ao l d
uncanny 1.0	ax n k ae n iy
uncertain 1.0	ax n s er t en
uncertainty 1.0	ax n s er t en t iy
unchanging 1.0	ax n ch ey n jh ih ng
uncharacteristic 1.0	ah n k ae r ax k t ax r ih s t ih k
uncharismatic 1.0	ah n k ae r ih z m ae t ih k
uncirculated 1.0	ax n s er k y ax l ey t ih d
unclassified 1.0	ax n k l ae s ih f ay d
uncle 1.0	ah ng k ax l
uncle's 1.0	ah ng k ax l z
uncles 1.0	ah ng k ax l z
uncollectable 1.0	ah n k ax l eh k t ax b ax l
uncomfortable 1.0	ax n k ah m f er t ax b ax l
uncommon 1.0	ah n k aa m ax n
uncompetitive 1.0	ah n k ax m p eh t ih t ih v
uncomplicated 1.0	ax n k aa m p l ih k ey t ih d
unconcealed 1.0	ah n k ax n s iy l d
unconditional 1.0	ah n k ax n d ih sh ih n ax l
unconditionally 1.0	ah n k ax n d ih sh ih n ax l iy
unconscionable 1.0	ax n k aa n sh ih n ax b ax l
unconscious 1.0	ax n k aa n sh ih s
unconsciously 1.0	ax n k aa n sh ih s l iy
unconstitutional 1.0	ah n k aa n s t ih t uw sh ih n ax l
uncontrollable 1.0	ah n k ax n t r ow l ax b ax l
uncontrolled 1.0	ah n k ax n t r ow l d
unconventional 1.0	ah n k ax n v eh n sh ih n ax l
uncooked 1.0	ah n k uh k t
uncooperative 1.0	ah n k ow aa p ax r ax t ih v
uncoordinated 1.0	ah n k ow ow r d ih n ey t ih d
uncoupling 1.0	ax n k ah p l ih ng
uncourteous 1.0	ax n k er t iy ax s
uncover 1.0	ax n k ah v er
uncut 1.0	ax n k ah t
und-erstand- 1.0	ah n d
und-erwrites- 1.0	ah n d
undecided 1.0	ah n d ih s ay d ih d
undefeated 1.0	ah n d ih f iy t ih d
under 1.0	ah n d er
under-classmen- 1.0	ah n d er
under-gone- 1.0	ah n d er
under-stand- 1.0	ax n d er
under-standing- 1.0	ah n d er
underachievers 1.0	ah n d er ax ch iy v er z
undercarriage 1.0	ah n d er k ae r ih jh
underclass 1.0	ah n d er k l ae s
underclassmen 1.0	ah n d er k l ae s m ax n
undercoat 1.0	ah n d er k ow t
undercover 1.0	ah n d er k ah v er
underdeveloped 1.0	ah n d er d ih v eh l ax p t
underdog 1.0	ah n d er d ao g
underdrive 1.0	ah n d er d r ay v
underestimate 1.0	ah n d er eh s t ih m ey t
underestimated 1.0	ah n d er eh s t ih m ey t ih d
undergoing 1.0	ah n d er g ow ih ng
undergone 1.0	ah n d er g ao n
undergrad 1.0	ah n d er g r ae d
undergrads 1.0	ah n d er g r ae d z
undergraduate 1.0	ah n d er g r ae jh uw ih t
undergraduate's 1.0	ah n d er g r ae jh uw ih t s
undergraduates 1.0	ah n d er g r ae jh uw ih t s
underground 1.0	ah n d er g r aw n d
underhanded 1.0	ah n d er hh ae n d ih d
underline 1.0	ah n d er l ay n
underlying 1.0	ah n d er l ay ih ng
undermine 1.0	ah n d er m ay n
undermining 1.0	ah n d er m ay n ih ng
underneath 1.0	ah n d er n iy th
underpaid 1.0	ah n d er p ey d
underpass 1.0	ah n d er p ae s
underpinned 1.0	ah n d er p ih n d
underpinnings 1.0	ah n d er p ih n ih ng z
underrated 1.0	ah n d er r ey t ih d
unders-tand- 1.0	ah n d er s
unders-tanding- 1.0	ah n d er s
underspin 1.0	ah n d er s p ih n
underst-and- 1.0	ah n d er s t
understa-nd- 1.0	ah n d er s t ae
understaffed 1.0	ah n d er s t ae f t
understand 1.0	ah n d er s t ae n
understand 1.0	ah n d er s t ae n d
understandable 1.0	ah n d er s t ae n d ax b ax l
understandably 1.0	ah n d er s t ae n d ax b l iy
understanding 1.0	ah n d er s t ae n d ih ng
understands 1.0	ah n d er s t ae n d z
understated 1.0	ah n d er s t ey t ih d
understates 1.0	ah n d er s t ey t s
understood 1.0	ah n d er s t uh d
undertake 1.0	ah n d er t ey k
undertaken 1.0	ah n d er t ey k ih n
undertaking 1.0	ah n d er t ey k ih ng
undertook 1.0	ah n d er t uh k
undertow 1.0	ah n d er t ow
underwater 1.0	ah n d er w ao t er
underway 1.0	ah n d er w ey
underwear 1.0	ah n d er w ey r
underweight 1.0	ah n d er w ey t
underwrites 1.0	ah n d er r ay t s
underwriting 1.0	ah n d er r ay t ih ng
undeserving 1.0	ah n d ih z er v ih ng
undeveloped 1.0	ah n d ih v eh l ax p t
undevoted 1.0	ah n d ih v ow t ih d
undisciplined 1.0	ax n d ih s ih p l ih n d
undo 1.0	ah n d uw
undoable 1.0	ax n d uw ax b ax l
undocument-ed- 1.0	ax n d aa k y ax m eh n t
undoing 1.0	ah n d uw ih ng
undone 1.0	ah n d ah n
undoubtedly 1.0	ax n d aw t ih d l iy
undressed 1.0	ax n d r eh s t
undrivable 1.0	ax n d r ay v ax b ax l
undue 1.0	ah n d uw
undulations 1.0	ah n jh ax l ey sh ih n z
unduly 1.0	ax n d uw l iy
undying 1.0	ax n d ay ih ng
uneasy 1.0	ah n iy z iy
unedu-cated- 1.0	ax n eh jh ax
uneducated 1.0	ax n eh jh ax k ey t ih d
unelectable 1.0	ah n ih l eh k t ax b ax l
unem-ployed- 1.0	ah n eh m
unemp-loyment- 1.0	ah n eh m p
unemployed 1.0	ah n eh m p l oy d
unemployment 1.0	ah n eh m p l oy m ih n t
unemployment's 1.0	ah n eh m p l oy m ih n t s
unending 1.0	ax n eh n d ih ng
unequal 1.0	ax n iy k w ax l
unethical 1.0	ax n eh th ih k ax l
uneven 1.0	ax n iy v ax n
unevenly 1.0	ax n iy v ax n l iy
unevenness 1.0	ax n iy v ax n n ih s
unex-pected- 1.0	ah n eh k s
unexpected 1.0	ah n eh k s p eh k t ih d
unexpectedly 1.0	ah n eh k s p eh k t ih d l iy
unf-ortunate- 1.0	uh n f
unf-ortunately- 1.0	ax n f
unfair 1.0	ax n f ey r
unfairly 1.0	ax n f ey r l iy
unfairness 1.0	ax n f ey r n ih s
unfamiliar 1.0	ah n f ax m ih l y er
unfeasible 1.0	ax n f iy z ax b ax l
unfeeling 1.0	ax n f iy l ih ng
unfinished 1.0	ax n f ih n ih sh t
unfit 1.0	ax n f ih t
unflattering 1.0	ax n f l ae t ax r ih ng
unfo-rtunately- 1.0	uh n f ow
unfocused 1.0	ax n f ow k ax s t
unfold 1.0	ax n f ow l d
unfolding 1.0	ax n f ow l d ih ng
unfor-tunately- 1.0	uh n f ow r
unforeseen 1.0	ah n f er s iy n
unforgivable 1.0	ah n f er g ih v ax b ax l
unforgiving 1.0	ah n f er g ih v ih ng
unfort-unately- 1.0	ax n f ow r ch
unfortu-nately- 1.0	ax n f ow r ch ih
unfortunate 1.0	ax n f ow r ch ih n ih t
unfortunate-ly- 1.0	ax n f ow r ch ih n ih t
unfortunately 1.0	ax n f ow r ch ih n ih t l iy
unfounded 1.0	ax n f aw n d ih d
unfreeze 1.0	ah n f r iy z
unfriendly 1.0	ax n f r eh n d l iy
unglued 1.0	ax n g l uw d
ungodly 1.0	ax n g aa d l iy
unguarded 1.0	ax n g aa r d ih d
unhandy 1.0	ax n hh ae n d iy
unhappily 1.0	ax n hh ae p ih l iy
unhappy 1.0	ax n hh ae p iy
unharmed 1.0	ax n hh aa r m d
unhealthy 1.0	ax n hh eh l th iy
unheard 1.0	ax n hh er d
unhemmed 1.0	ax n hh eh m d
unholy 1.0	ax n hh ow l iy
unhooked 1.0	ax n hh uh k t
unhooking 1.0	ax n hh uh k ih ng
uni-mpaired- 1.0	ah n ih
uni-ted- 1.0	y uw n ay
uni-verse- 1.0	y uw n ih
uni-versity- 1.0	y uw n ih
unibody 1.0	y uw n ih b aa d iy
unicolor 1.0	y uw n ih k ah l er
unification 1.0	y uw n ih f ih k ey sh ih n
unified 1.0	y uw n ih f ay d
uniform 1.0	y uw n ax f ow r m
uniformed 1.0	y uw n ih f ow r m d
uniforms 1.0	y uw n ih f ow r m z
unify 1.0	y uw n ih f ay
unifying 1.0	y uw n ih f ay ih ng
unimaginable 1.0	ah n ih m ae jh ih n ax b ax l
unimportant 1.0	ah n ih m p ow r t ih n t
unimpressive 1.0	ah n ih m p r eh s ih v
unin-volved- 1.0	ah n ih n
unincorporated 1.0	ah n ih n k ow r p ax r ey t ih d
uninfluenced 1.0	ax n ih n f l uw ih n s t
uninformed 1.0	ah n ih n f ow r m d
uninhabitable 1.0	ah n ih n hh ae b ih t ax b ax l
uninspiring 1.0	ah n ih n s p ay r ih ng
uninsurable 1.0	ah n ih n sh uh r ax b ax l
uninsured 1.0	ah n ih n sh uh r d
unintentional 1.0	ah n ih n t eh n sh ih n ax l
unintentionally 1.0	ah n ih n t eh n sh ih n ax l iy
uninteresting 1.0	ax n ih n t ax r eh s t ih ng
union 1.0	y uw n y ax n
union's 1.0	y uw n y ax n z
unionized 1.0	y uw n y ax n ay z d
unions 1.0	y uw n y ax n z
unique 1.0	y uw n iy k
uniquely 1.0	y uw n iy k l iy
uniqueness 1.0	y uw n iy k n ih s
unisex 1.0	y uw n ih s eh k s
unit 1.0	y uw n ih t
unit's 1.0	y uw n ih t s
unite 1.0	y uw n ay t
united 1.0	y uw n ay t ih d
unites 1.0	y uw n ay t s
units 1.0	y uw n ih t s
unity 1.0	y uw n ih t iy
univ-ersity- 1.0	y uw n ih v
univac 1.0	y uw n ih v ae k
univer-sity- 1.0	y uw n ih v er
univerisity 1.0	y uw n ih v er s ih t iy
univers-ity- 1.0	y uw n ih v er s
universal 1.0	y uw n ih v er s ax l
universally 1.0	y uw n ih v er s ax l iy
universals 1.0	y uw n ih v er s ax l z
universe 1.0	y uw n ih v er s
universities 1.0	y uw n ih v er s ih t iy z
university 1.0	y uw n ih v er s ih t iy
university's 1.0	y uw n ih v er s ih t iy z
unix 1.0	y uw n ih k s
unix's 1.0	y uw n ih k s ih z
unjudgmental 1.0	ah n jh ax jh m eh n t ax l
unjust 1.0	ax n jh ah s t
unjustly 1.0	ax n jh ah s t l iy
unkind 1.0	ax n k ay n d
unknown 1.0	ax n n ow n
unl-ess- 1.0	ah n l
unlandscaped 1.0	ax n l ae n d s k ey p t
unlawful 1.0	ax n l ao f ax l
unle-ss- 1.0	ax n l eh
unleaded 1.0	ax n l eh d ih d
unlearn 1.0	ah n l er n
unless 1.0	ax n l eh s
unless 1.0	ih n l eh s
unlicensed 1.0	ax n l ay s ih n s t
unlike 1.0	ax n l ay k
unlikely 1.0	ax n l ay k l iy
unlimited 1.0	ax n l ih m ih t ih d
unlimitedly 1.0	ax n l ih m ih t ih d l iy
unlined 1.0	ax n l ay n d
unlisted 1.0	ax n l ih s t ih d
unload 1.0	ax n l ow d
unloaded 1.0	ax n l ow d ih d
unlock-ed- 1.0	ax n l aa k
unlocked 1.0	ax n l aa k t
unlucky 1.0	ax n l ah k iy
unmanageable 1.0	ax n m ae n ih jh ax b ax l
unmanned 1.0	ax n m ae n d
unmarried 1.0	ax n m ae r iy d
unmatched 1.0	ax n m ae ch t
unmelodic 1.0	ah n m eh l aa d ih k
unmet 1.0	ax n m eh t
unnatural 1.0	ax n n ae ch ax r ax l
unnecess-ary- 1.0	ax n eh s ih s
unnecessarily 1.0	ah n eh s ih s eh r ax l iy
unnecessary 1.0	ax n eh s ih s eh r iy
unnerved 1.0	ax n n er v d
unnerving 1.0	ax n n eh r v ih ng
unoccupied 1.0	ax n aa k y ax p ay d
unofficially 1.0	ah n ax f ih sh ih l iy
unopened 1.0	ax n ow p ax n d
unorganized 1.0	ax n ow r g ax n ay z d
unorthodox 1.0	ax n ow r th ax d aa k s
unpack 1.0	ax n p ae k
unpacking 1.0	ax n p ae k ih ng
unpaid 1.0	ax n p ey d
unpardonable 1.0	ax n p aa r d ih n ah b ax l
unpleasant 1.0	ax n p l eh z ih n t
unplug 1.0	ax n p l ah g
unplugged 1.0	ax n p l ah g d
unpopular 1.0	ax n p aa p y ax l er
unpopularity 1.0	ax n p aa p y ax l ae r ih t iy
unprecedented 1.0	ax n p r eh s ih d ih n t ih d
unpredictable 1.0	ah n p r ih d ih k t ax b ax l
unprepared 1.0	ah n p r ih p ey r d
unpreparedness 1.0	ah n p r ax p ae r d n ih s
unproductive 1.0	ah n p r ax d ah k t ih v
unprofessional 1.0	ah n p r ax f eh sh ih n ax l
unpunished 1.0	ax n p ah n ih sh t
unquestionably 1.0	ax n k w eh s ch ih n ax b l iy
unquote 1.0	ax n k w ow t
unquoted 1.0	ax n k w ow t ih d
unraveling 1.0	ax n r ae v ax l ih ng
unread 1.0	ax n r eh d
unreal 1.0	ax n r iy l
unrealistic 1.0	ah n r iy ax l ih s t ih k
unreasonable 1.0	ax n r iy z ih n ax b ax l
unreasonably 1.0	ax n r iy z ih n ax b l iy
unrec-yclable- 1.0	ax n r iy s
unreformed 1.0	ah n r ih f ow r m d
unregulated 1.0	ax n r eh g y ax l ey t ih d
unrelated 1.0	ah n r ih l ey t ih d
unreliable 1.0	ah n r ih l ay ax b ax l
unrequir-ed- 1.0	ax n r ih k w ay r
unrest 1.0	ah n r eh s t
unrestricted 1.0	ah n r ih s t r ih k t ih d
uns-easonal- 1.0	ax n s
unsafe 1.0	ah n s ey f
unsatisfactory 1.0	ah n s ae t ih s f ae k t ax r iy
unsavory 1.0	ax n s ey v ax r iy
unscrewing 1.0	ax n s k r uw ih ng
unscrews 1.0	ax n s k r uw z
unscrupulous 1.0	ax n s k r uw p y ax l ax s
unseasonable 1.0	ax n s iy z ih n ax b ax l
unseasonably 1.0	ax n s iy z ih n ax b l iy
unseasonal 1.0	ax n s iy z ih n ax l
unselfish 1.0	ax n s eh l f ih sh
unsettled 1.0	ax n s eh t el d
unsettling 1.0	ax n s eh t ax l ih ng
unshowable 1.0	ax n sh ow ax b ax l
unsightly 1.0	ax n s ay t l iy
unskilled 1.0	ax n s k ih l d
unsmashed 1.0	ax n s m ae sh t
unsolicited 1.0	ah n s ax l ih s ih t ih d
unsolvable 1.0	ax n s ao l v ax b ax l
unsolved 1.0	ax n s ao l v d
unsound 1.0	ax n s aw n d
unstability 1.0	ah n s t ax b ih l ih t iy
unstable 1.0	ax n s t ey b ax l
unstitched 1.0	ax n s t ih ch t
unsuitable 1.0	ax n s uw t ax b ax l
unsupervised 1.0	ax n s uw p er v ay z d
unsupported 1.0	ah n s ax p ow r t ih d
unsure 1.0	ax n sh uh r
unsweetened 1.0	ax n s w iy t en d
